conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1817499945970385097,2024-07-28 11:05:44+00:00,0,@IqbalRa17664055 @rwp1byte aku nyusul kerja aja mau #KaburAjaDulu bawa istri wkwkwk,1817516784976896023,,IqbalRa17664055,in,,0,1,0,https://x.com/UrTrustedFirms/status/1817516784976896023,1714765437739945984,UrTrustedFirms
1817543516924613034,2024-07-28 12:51:57+00:00,0,#KaburAjaDulu bole juga ni hashtag,1817543516924613034,,,in,Okayama City Naka Ward,0,0,0,https://x.com/sougenn_/status/1817543516924613034,595221691,sougenn_
1817811692912509337,2024-07-29 08:07:32+00:00,1,#KaburAjaDulu,1817834327687995452,,koalasigma,qht,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/koalasigma/status/1817834327687995452,3293833843,koalasigma
1817876693551636502,2024-07-29 10:55:52+00:00,15, Ehhh ini Mas Adith #KaburAjaDulu ya? Mohon maaf ya Siapa ya pemilik asli dari hashtag di atas? Gw cuma ikut ngeramein aja btw ,1817876693551636502,,,in,"Tokyo-to, Japan",1,0,0,https://x.com/adith_wp/status/1817876693551636502,246398684,adith_wp
1817893165183181031,2024-07-29 12:01:20+00:00,25,Dengan ini saya resmikan pemilik hashtag #KaburAjaDulu adalah mz Adith! Sah ya gaes sah!,1817893165183181031,,,in,"Borobudur, Indonesia",2,2,1,https://x.com/lynxluna/status/1817893165183181031,69194832,lynxluna
1817888365385293919,2024-07-29 12:05:52+00:00,11,Sampe akhirnya aku bisa diundang Lunch Party event company tsb lalu diterbangkan dari Indonesia ke Japan padahal belum sah jadi karyawannya. Tapi berkat itu bisa ketemu seleb kondang twitter @adith_wp si #KaburAjaDulu karena company tempat kerjanya doi juga. 4649 paisen https://t.co/erKLWuyZQs,1817894308256833620,https://pbs.twimg.com/media/GTp1Ojtb0AAjMgr.jpg,rizalazhare,in,,1,1,1,https://x.com/rizalazhare/status/1817894308256833620,402001281,rizalazhare
1817888365385293919,2024-07-29 12:19:27+00:00,4,@adith_wp @Kencampur Bisa kali yak taun depan ngikut tren #KaburAjaDulu ,1817897724983021850,,rizalazhare,in,,0,0,0,https://x.com/rizalazhare/status/1817897724983021850,402001281,rizalazhare
1817860225585791447,2024-07-29 13:07:25+00:00,2,@vhiethabee kalau yang berkeluarga dan berhasil #kaburajadulu ke Jepang ada pak @adith_wp .,1817909797444022500,,vhiethabee,in,Tokyo,0,1,0,https://x.com/__airu___/status/1817909797444022500,1674701527662100490,__airu___
1817916563481379241,2024-07-29 13:34:18+00:00,3,#KaburAjaDulu,1817916563481379241,,,qht,,0,2,0,https://x.com/rhmi_fii/status/1817916563481379241,1564097515863310336,rhmi_fii
1817915547172098340,2024-07-29 13:55:24+00:00,0,@crestcentmoon #KaburAjaDulu,1817921872606138787,,crestcentmoon,qme,know where you belong,0,0,0,https://x.com/devtorajd/status/1817921872606138787,2880366295,devtorajd
1817956948513612174,2024-07-29 16:14:47+00:00,0,Pengen ngajak Danilla #KaburAjaDulu ke Jepang ,1817956948513612174,,,in,"Zurich, Switzerland",0,0,0,https://x.com/karyasuta/status/1817956948513612174,1370559957750345731,karyasuta
1817962481542914299,2024-07-29 16:36:46+00:00,2,Teman - teman Software Engineer yang pengen #kaburajadulu ke Jepang tapi pengen cari company yang gak mensyaratkan bahasa Jepang bisa liat web ini. https://t.co/JatBNiZqWU,1817962481542914299,,,in,世田谷,0,0,0,https://x.com/sireum_hirup/status/1817962481542914299,92027911,sireum_hirup
1818224281438065084,2024-07-30 09:57:04+00:00,12,Buat teman-teman mahasiswa yang tertarik #kaburajadulu ke Jepang program ini bisa dicoba yaa! I m not an alumni from this program karena yang nyediain di UGM beda. Terlepas itu harusnya peogramnya secara garis besar sama.,1818224281438065084,,,in,Tokyo,0,0,2,https://x.com/__airu___/status/1818224281438065084,1674701527662100490,__airu___
1818224867449381332,2024-07-30 09:59:24+00:00,0,#kaburajadulu,1818224867449381332,,,qht,127.0.0.1,0,0,0,https://x.com/sanjayatony/status/1818224867449381332,47633347,sanjayatony
1817925760067523013,2024-07-30 12:08:22+00:00,0,@ameemeea Sama bapak #KaburAjaDulu ini aja @adith_wp,1818257324097814706,,ameemeea,in,Indonesia,0,0,0,https://x.com/_fikri_auliya/status/1818257324097814706,79874857,_fikri_auliya
1818276363884798345,2024-07-30 13:24:01+00:00,74,#KaburAjaDulu kalo kata Kak Primawan. Kami setuju karena talenta data ini sedang dibutuhkan di luar negeri bahkan lowongan kerjanya lebih besar daripada di Indonesia! Negara apa aja sih yang demand data talent-nya tinggi? ⬇️ https://t.co/CViz3i4W3W,1818276363884798345,,,in,Jakarta,1,1,21,https://x.com/pacmannai/status/1818276363884798345,824984727597707265,pacmannai
1818276363884798345,2024-07-30 13:48:45+00:00,6,Kenapa high-skilled workers Malaysia dan Indonesia memilih #KaburAjaDulu ? https://t.co/tuHxXgdjAl,1818282586940358842,https://pbs.twimg.com/media/GTvWTkPaQAAgBKq.jpg,pacmannai,in,Jakarta,0,1,1,https://x.com/pacmannai/status/1818282586940358842,824984727597707265,pacmannai
1818318273051771386,2024-07-30 16:10:33+00:00,2,Dear teman-temanku yg membaca ini aku mendukung gerakan #KaburAjaDulu. Pray and manifesting for y all! Mari ketemu di Jepang ,1818318273051771386,,,in,"Kagawa-ken, Japan",0,2,3,https://x.com/hanfa13/status/1818318273051771386,99755941,hanfa13
1821330797812666479,2024-08-08 00:20:17+00:00,0,@aliviaawin Manifesting #KaburAjaDulu ah semoga 2 tahun lg,1821340620298056156,,aliviaawin,in,everywhere,0,1,0,https://x.com/fraviato/status/1821340620298056156,1051840382319788032,fraviato
1821178296715112506,2024-08-08 01:22:30+00:00,0,@yuniorika_ Amiiinnn #KaburAjaDulu Wkwk,1821356276493828201,,yuniorika_,in,"Bali, Indonesia",0,0,0,https://x.com/dikmang_amorita/status/1821356276493828201,126254000,dikmang_amorita
1821405752646635521,2024-08-08 12:40:22+00:00,2,@BagasN7 Allahummashallialamuhammad semoga bisa kerja di LN juga #KaburAjaDulu,1821526868375588889,,BagasN7,in,,0,1,0,https://x.com/stuckoverflaws/status/1821526868375588889,1111548007122530305,stuckoverflaws
1821542430400823776,2024-08-08 13:42:12+00:00,547,Kalau PDIP and PKS gabung juga ke KIM plus ya uda ga sih. Ngapain pake demokrasi2 atau pemilu2. Diformalin aja kita jadi negara diktaktorship. Abis itu orang WNI jadi punya alesan lebih kuat buat cari asilum politik. #kaburajadulu,1821542430400823776,,,in,"Berlin, Germany",6,14,123,https://x.com/SumitroYoel/status/1821542430400823776,1214199801576714240,SumitroYoel
1821545075513688294,2024-08-08 13:52:43+00:00,0,Manifesting #KaburAjaDulu ,1821545075513688294,,,en,"Bekasi, Indonesia",0,0,0,https://x.com/cazsaragih/status/1821545075513688294,326177010,cazsaragih
1821565772738830363,2024-08-08 16:44:00+00:00,0,@zakiego #KaburAjaDulu,1821588181655183845,,zakiego,qme,Indonesia,0,0,0,https://x.com/urfavmidlanerr/status/1821588181655183845,1080705120495521792,urfavmidlanerr
1821377240585908442,2024-08-08 18:15:20+00:00,0,@ezash Wah bang Eza bau2nya ikutan #KaburAjaDulu ya bang haha,1821611165233115608,,ezash,in,Indonesia,0,0,0,https://x.com/zulhaamid/status/1821611165233115608,395283076,zulhaamid
1821866654873141713,2024-08-09 11:10:33+00:00,16,Kondisi di Wakanda bikin gemes mau #KaburAjaDulu. Di Jepang gempa mulu bikin mau #PulangAjaDulu. Halp,1821866654873141713,,,in,"Tokyo-to, Japan",0,5,0,https://x.com/adith_wp/status/1821866654873141713,246398684,adith_wp
1821866654873141713,2024-08-09 11:45:09+00:00,0,@adith_wp #KaburAjaDulu ke tempat yang minim resiko. IKN mungkin? Kan katanya minim resiko #eh,1821875362269483501,,adith_wp,in,"Tallinn, Estonia",0,1,0,https://x.com/bepituLaz/status/1821875362269483501,37024815,bepituLaz
1822150845913354312,2024-08-10 05:59:50+00:00,3,manifesting bisa ngetweet pakai hastag #KaburAjaDulu,1822150845913354312,,,tl,,0,0,0,https://x.com/alfidazf/status/1822150845913354312,2990413824,alfidazf
